ID,Newspaper,Link
94,el_pais,https://elpais.com/us/2024-12-16/separated-una-advertencia-del-pasado-y-una-hoja-de-ruta-para-el-futuro-migratorio-de-estados-unidos.html
95,el_pais,https://elpais.com/eps/2024-12-15/cruzando-el-infierno-del-darien.html
96,el_pais,https://elpais.com/internacional/2024-12-15/volver-a-siria-en-alemania-el-pais-europeo-con-mas-refugiados-la-respuesta-es-por-ahora-no.html
97,el_pais,https://elpais.com/mexico/2024-12-15/ronald-johnson-el-halcon-de-trump-en-mexico.html
98,el_pais,https://elpais.com/us/2024-12-14/echoes-from-the-borderland-un-recorrido-sonoro-para-entender-la-frontera-entre-mexico-y-estados-unidos.html
99,el_pais,https://elpais.com/us/migracion/2024-12-14/de-quien-habla-trump-cuando-dice-de-deportara-en-primer-lugar-a-los-migrantes-delincuentes.html
100,el_pais,https://elpais.com/internacional/2024-12-13/el-consejo-de-la-ue-defiende-facilitar-los-castigos-penales-a-las-labores-de-rescate-de-migrantes.html
101,el_pais,https://elpais.com/us/migracion/2024-12-13/nueva-york-tiende-la-mano-a-trump-el-alcalde-intentara-modificar-leyes-para-facilitar-la-deportacion.html
102,el_pais,https://elpais.com/us/2024-12-12/aumenta-la-presion-sobre-biden-para-que-proteja-a-los-migrantes-del-tps-y-a-los-dreamers.html
103,el_pais,https://elpais.com/us/2024-12-12/trump-terminara-con-las-reglas-que-impiden-la-detencion-de-migrantes-en-escuelas-hospitales-e-iglesias.html
104,el_pais,https://elpais.com/espana/2024-12-11/varios-muertos-entre-los-migrantes-llegados-a-el-hierro-en-cuatro-cayucos.html
105,el_pais,https://elpais.com/mexico/2024-12-11/sheinbaum-pone-en-guardia-la-frontera-ante-la-promesa-de-deportaciones-masivas-de-trump.html
106,el_pais,https://elpais.com/us/2024-12-11/fractura-en-el-congreso-de-estados-unidos-los-republicanos-solo-quieren-hablar-de-deportaciones-masivas.html
107,el_pais,https://elpais.com/mexico/2024-12-11/trump-elige-a-ronald-johnson-un-veterano-de-la-cia-como-el-proximo-embajador-de-estados-unidos-en-mexico.html
108,el_pais,https://elpais.com/suscripciones/elpaismas/2024-12-10/encuentro-virtual-con-lola-hierro.html
